ticker,quarter,cik
CVX,2020Q2,93410
CVX,2020Q3,93410
CVX,2020Q4,93410
CVX,2021Q1,93410
CVX,2021Q2,93410
CVX,2021Q3,93410
CVX,2021Q4,93410
CVX,2022Q1,93410
CVX,2022Q2,93410
CVX,2022Q3,93410
CVX,2022Q4,93410
CVX,2023Q1,93410
CVX,2023Q2,93410
CVX,2023Q3,93410
CVX,2023Q4,93410
CVX,2024Q1,93410
CVX,2024Q2,93410
CVX,2024Q3,93410
CVX,2024Q4,93410
CXO,2020Q1,1358071
CXO,2020Q2,1358071
CXO,2020Q3,1358071
CXO,2020Q4,1358071
CZR,2021Q1,1590895
CZR,2021Q2,1590895
CZR,2021Q3,1590895
CZR,2021Q4,1590895
CZR,2022Q1,1590895
CZR,2022Q2,1590895
CZR,2022Q3,1590895
CZR,2022Q4,1590895
CZR,2023Q1,1590895
CZR,2023Q2,1590895
CZR,2023Q3,1590895
CZR,2023Q4,1590895
CZR,2024Q1,1590895
CZR,2024Q2,1590895
CZR,2024Q3,1590895
CZR,2024Q4,1590895
D,2020Q1,715957
D,2020Q2,715957
D,2020Q3,715957
D,2020Q4,715957
D,2021Q1,715957
D,2021Q2,715957
D,2021Q3,715957
D,2021Q4,715957
D,2022Q1,715957
D,2022Q2,715957
D,2022Q3,715957
D,2022Q4,715957
D,2023Q1,715957
D,2023Q2,715957
D,2023Q3,715957
D,2023Q4,715957
D,2024Q1,715957
D,2024Q2,715957
D,2024Q3,715957
D,2024Q4,715957
DAL,2020Q1,27904
DAL,2020Q2,27904
DAL,2020Q3,27904
DAL,2020Q4,27904
DAL,2021Q1,27904
DAL,2021Q2,27904
DAL,2021Q3,27904
DAL,2021Q4,27904
DAL,2022Q1,27904
DAL,2022Q2,27904
DAL,2022Q3,27904
DAL,2022Q4,27904
DAL,2023Q1,27904
DAL,2023Q2,27904
DAL,2023Q3,27904
DAL,2023Q4,27904
DAL,2024Q1,27904
DAL,2024Q2,27904
DAL,2024Q3,27904
DAL,2024Q4,27904
DAY,2024Q1,1725057
DAY,2024Q2,1725057
DAY,2024Q3,1725057
DAY,2024Q4,1725057
DD,2020Q1,1666700
DD,2020Q2,1666700
DD,2020Q3,1666700
DD,2020Q4,1666700
DD,2021Q1,1666700
DD,2021Q2,1666700
DD,2021Q3,1666700
DD,2021Q4,1666700
DD,2022Q1,1666700
DD,2022Q2,1666700
DD,2022Q3,1666700
DD,2022Q4,1666700
DD,2023Q1,1666700
DD,2023Q2,1666700
DD,2023Q3,1666700
DD,2023Q4,1666700
DD,2024Q1,1666700
DD,2024Q2,1666700
DD,2024Q3,1666700
DD,2024Q4,1666700
DE,2020Q1,315189
DE,2020Q2,315189
DE,2020Q3,315189
DE,2020Q4,315189
DE,2021Q1,315189
DE,2021Q2,315189
DE,2021Q3,315189
DE,2021Q4,315189
DE,2022Q1,315189
DE,2022Q2,315189
DE,2022Q3,315189
DE,2022Q4,315189
DE,2023Q1,315189
DE,2023Q2,315189
DE,2023Q3,315189
DE,2023Q4,315189
DE,2024Q1,315189
DE,2024Q2,315189
DE,2024Q3,315189
DE,2024Q4,315189
DECK,2024Q1,910521
DECK,2024Q2,910521
DECK,2024Q3,910521
DECK,2024Q4,910521
DELL,2024Q3,1571996
DELL,2024Q4,1571996
DFS,2020Q1,1393612
DFS,2020Q2,1393612
DFS,2020Q3,1393612
DFS,2020Q4,1393612
DFS,2021Q1,1393612
DFS,2021Q2,1393612
DFS,2021Q3,1393612
DFS,2021Q4,1393612
DFS,2022Q1,1393612
DFS,2022Q2,1393612
DFS,2022Q3,1393612
DFS,2022Q4,1393612
DFS,2023Q1,1393612
DFS,2023Q2,1393612
DFS,2023Q3,1393612
DFS,2023Q4,1393612
DFS,2024Q1,1393612
DFS,2024Q2,1393612
DFS,2024Q3,1393612
DFS,2024Q4,1393612
DG,2020Q1,29534
DG,2020Q2,29534
DG,2020Q3,29534
DG,2020Q4,29534
DG,2021Q1,29534
DG,2021Q2,29534
DG,2021Q3,29534
DG,2021Q4,29534
DG,2022Q1,29534
DG,2022Q2,29534
DG,2022Q3,29534
DG,2022Q4,29534
DG,2023Q1,29534
DG,2023Q2,29534
DG,2023Q3,29534
DG,2023Q4,29534
DG,2024Q1,29534
DG,2024Q2,29534
DG,2024Q3,29534
DG,2024Q4,29534
DGX,2020Q1,1022079
DGX,2020Q2,1022079
DGX,2020Q3,1022079
DGX,2020Q4,1022079
DGX,2021Q1,1022079
DGX,2021Q2,1022079
DGX,2021Q3,1022079
DGX,2021Q4,1022079
DGX,2022Q1,1022079
DGX,2022Q2,1022079
DGX,2022Q3,1022079
DGX,2022Q4,1022079
DGX,2023Q1,1022079
DGX,2023Q2,1022079
DGX,2023Q3,1022079
DGX,2023Q4,1022079
DGX,2024Q1,1022079
DGX,2024Q2,1022079
DGX,2024Q3,1022079
DGX,2024Q4,1022079
DHI,2020Q1,882184
DHI,2020Q2,882184
DHI,2020Q3,882184
DHI,2020Q4,882184
DHI,2021Q1,882184
DHI,2021Q2,882184
DHI,2021Q3,882184
DHI,2021Q4,882184
DHI,2022Q1,882184
DHI,2022Q2,882184
DHI,2022Q3,882184
DHI,2022Q4,882184
DHI,2023Q1,882184
DHI,2023Q2,882184
DHI,2023Q3,882184
DHI,2023Q4,882184
DHI,2024Q1,882184
DHI,2024Q2,882184
DHI,2024Q3,882184
DHI,2024Q4,882184
DHR,2020Q1,313616
DHR,2020Q2,313616
DHR,2020Q3,313616
DHR,2020Q4,313616
DHR,2021Q1,313616
DHR,2021Q2,313616
DHR,2021Q3,313616
DHR,2021Q4,313616
DHR,2022Q1,313616
DHR,2022Q2,313616
DHR,2022Q3,313616
DHR,2022Q4,313616
DHR,2023Q1,313616
DHR,2023Q2,313616
DHR,2023Q3,313616
DHR,2023Q4,313616
DHR,2024Q1,313616
DHR,2024Q2,313616
DHR,2024Q3,313616
DHR,2024Q4,313616
DIS,2020Q1,1744489
DIS,2020Q2,1744489
DIS,2020Q3,1744489
DIS,2020Q4,1744489
DIS,2021Q1,1744489
DIS,2021Q2,1744489
DIS,2021Q3,1744489
DIS,2021Q4,1744489
DIS,2022Q1,1744489
DIS,2022Q2,1744489
DIS,2022Q3,1744489
DIS,2022Q4,1744489
DIS,2023Q1,1744489
DIS,2023Q2,1744489
DIS,2023Q3,1744489
DIS,2023Q4,1744489
DIS,2024Q1,1744489
DIS,2024Q2,1744489
DIS,2024Q3,1744489
DIS,2024Q4,1744489
DISCA,2020Q1,1437107
DISCA,2020Q2,1437107
DISCA,2020Q3,1437107
DISCA,2020Q4,1437107
DISCA,2021Q1,1437107
DISCA,2021Q2,1437107
DISCA,2021Q3,1437107
DISCA,2021Q4,1437107
DISCA,2022Q1,1437107
DISH,2020Q1,1001082
DISH,2020Q2,1001082
DISH,2020Q3,1001082
DISH,2020Q4,1001082
DISH,2021Q1,1001082
DISH,2021Q2,1001082
DISH,2021Q3,1001082
DISH,2021Q4,1001082
DISH,2022Q1,1001082
DISH,2022Q2,1001082
DISH,2022Q3,1001082
DISH,2022Q4,1001082
DISH,2023Q1,1001082
DISH,2023Q2,1001082
DLR,2020Q1,1297996
DLR,2020Q2,1297996
DLR,2020Q3,1297996
DLR,2020Q4,1297996
DLR,2021Q1,1297996
DLR,2021Q2,1297996
DLR,2021Q3,1297996
DLR,2021Q4,1297996
DLR,2022Q1,1297996
DLR,2022Q2,1297996
DLR,2022Q3,1297996
DLR,2022Q4,1297996
DLR,2023Q1,1297996
DLR,2023Q2,1297996
DLR,2023Q3,1297996
DLR,2023Q4,1297996
DLR,2024Q1,1297996
DLR,2024Q2,1297996
DLR,2024Q3,1297996
DLR,2024Q4,1297996
DLTR,2020Q1,935703
DLTR,2020Q2,935703
DLTR,2020Q3,935703
DLTR,2020Q4,935703
DLTR,2021Q1,935703
DLTR,2021Q2,935703
DLTR,2021Q3,935703
DLTR,2021Q4,935703
DLTR,2022Q1,935703
DLTR,2022Q2,935703
DLTR,2022Q3,935703
DLTR,2022Q4,935703
DLTR,2023Q1,935703
DLTR,2023Q2,935703
DLTR,2023Q3,935703
DLTR,2023Q4,935703
DLTR,2024Q1,935703
DLTR,2024Q2,935703
DLTR,2024Q3,935703
DLTR,2024Q4,935703
DOC,2024Q1,765880
DOC,2024Q2,765880
DOC,2024Q3,765880
DOC,2024Q4,765880
DOV,2020Q1,29905
DOV,2020Q2,29905
DOV,2020Q3,29905
DOV,2020Q4,29905
DOV,2021Q1,29905
DOV,2021Q2,29905
DOV,2021Q3,29905
DOV,2021Q4,29905
DOV,2022Q1,29905
DOV,2022Q2,29905
DOV,2022Q3,29905
DOV,2022Q4,29905
DOV,2023Q1,29905
DOV,2023Q2,29905
DOV,2023Q3,29905
DOV,2023Q4,29905
DOV,2024Q1,29905
DOV,2024Q2,29905
DOV,2024Q3,29905
DOV,2024Q4,29905
DOW,2020Q1,1751788
DOW,2020Q2,1751788
DOW,2020Q3,1751788
DOW,2020Q4,1751788
DOW,2021Q1,1751788
DOW,2021Q2,1751788
DOW,2021Q3,1751788
DOW,2021Q4,1751788
DOW,2022Q1,1751788
DOW,2022Q2,1751788
DOW,2022Q3,1751788
DOW,2022Q4,1751788
DOW,2023Q1,1751788
DOW,2023Q2,1751788
DOW,2023Q3,1751788
DOW,2023Q4,1751788
DOW,2024Q1,1751788
DOW,2024Q2,1751788
DOW,2024Q3,1751788
DOW,2024Q4,1751788
DPZ,2020Q2,1286681
DPZ,2020Q3,1286681
DPZ,2020Q4,1286681
DPZ,2021Q1,1286681
DPZ,2021Q2,1286681
DPZ,2021Q3,1286681
DPZ,2021Q4,1286681
DPZ,2022Q1,1286681
DPZ,2022Q2,1286681
DPZ,2022Q3,1286681
DPZ,2022Q4,1286681
DPZ,2023Q1,1286681
DPZ,2023Q2,1286681
DPZ,2023Q3,1286681
DPZ,2023Q4,1286681
DPZ,2024Q1,1286681
DPZ,2024Q2,1286681
DPZ,2024Q3,1286681
DPZ,2024Q4,1286681
DRE,2020Q1,783280
DRE,2020Q2,783280
DRE,2020Q3,783280
DRE,2020Q4,783280
DRE,2021Q1,783280
DRE,2021Q2,783280
DRE,2021Q3,783280
DRE,2021Q4,783280
DRE,2022Q1,783280
DRE,2022Q2,783280
DRE,2022Q3,783280
DRI,2020Q1,940944
DRI,2020Q2,940944
DRI,2020Q3,940944
DRI,2020Q4,940944
DRI,2021Q1,940944
DRI,2021Q2,940944
DRI,2021Q3,940944
DRI,2021Q4,940944
DRI,2022Q1,940944
DRI,2022Q2,940944
DRI,2022Q3,940944
DRI,2022Q4,940944
DRI,2023Q1,940944
DRI,2023Q2,940944
DRI,2023Q3,940944
DRI,2023Q4,940944
DRI,2024Q1,940944
DRI,2024Q2,940944
DRI,2024Q3,940944
DRI,2024Q4,940944
DTE,2020Q1,936340
DTE,2020Q2,936340
DTE,2020Q3,936340
DTE,2020Q4,936340
DTE,2021Q1,936340
DTE,2021Q2,936340
DTE,2021Q3,936340
DTE,2021Q4,936340
DTE,2022Q1,936340
DTE,2022Q2,936340
DTE,2022Q3,936340
DTE,2022Q4,936340
DTE,2023Q1,936340
DTE,2023Q2,936340
DTE,2023Q3,936340
DTE,2023Q4,936340
DTE,2024Q1,936340
DTE,2024Q2,936340
DTE,2024Q3,936340
DTE,2024Q4,936340
DUK,2020Q1,1326160
DUK,2020Q2,1326160
DUK,2020Q3,1326160
DUK,2020Q4,1326160
DUK,2021Q1,1326160
DUK,2021Q2,1326160
DUK,2021Q3,1326160
DUK,2021Q4,1326160
DUK,2022Q1,1326160
DUK,2022Q2,1326160
DUK,2022Q3,1326160
DUK,2022Q4,1326160
DUK,2023Q1,1326160
DUK,2023Q2,1326160
DUK,2023Q3,1326160
DUK,2023Q4,1326160
DUK,2024Q1,1326160
DUK,2024Q2,1326160
DUK,2024Q3,1326160
DUK,2024Q4,1326160
DVA,2020Q1,927066
DVA,2020Q2,927066
DVA,2020Q3,927066
DVA,2020Q4,927066
DVA,2021Q1,927066
DVA,2021Q2,927066
DVA,2021Q3,927066
DVA,2021Q4,927066
DVA,2022Q1,927066
DVA,2022Q2,927066
DVA,2022Q3,927066
DVA,2022Q4,927066
DVA,2023Q1,927066
DVA,2023Q2,927066
DVA,2023Q3,927066
DVA,2023Q4,927066
DVA,2024Q1,927066
DVA,2024Q2,927066
DVA,2024Q3,927066
DVA,2024Q4,927066
DVN,2020Q1,1090012
DVN,2020Q2,1090012
DVN,2020Q3,1090012
DVN,2020Q4,1090012
DVN,2021Q1,1090012
DVN,2021Q2,1090012
DVN,2021Q3,1090012
DVN,2021Q4,1090012
DVN,2022Q1,1090012
DVN,2022Q2,1090012
DVN,2022Q3,1090012
DVN,2022Q4,1090012
DVN,2023Q1,1090012
DVN,2023Q2,1090012
DVN,2023Q3,1090012
DVN,2023Q4,1090012
DVN,2024Q1,1090012
DVN,2024Q2,1090012
DVN,2024Q3,1090012
DVN,2024Q4,1090012
DXC,2020Q1,1688568
DXC,2020Q2,1688568
DXC,2020Q3,1688568
DXC,2020Q4,1688568
DXC,2021Q1,1688568
DXC,2021Q2,1688568
DXC,2021Q3,1688568
DXC,2021Q4,1688568
DXC,2022Q1,1688568
DXC,2022Q2,1688568
DXC,2022Q3,1688568
DXC,2022Q4,1688568
DXC,2023Q1,1688568
DXC,2023Q2,1688568
DXC,2023Q3,1688568
DXCM,2020Q2,1093557
DXCM,2020Q3,1093557
DXCM,2020Q4,1093557
DXCM,2021Q1,1093557
DXCM,2021Q2,1093557
DXCM,2021Q3,1093557
DXCM,2021Q4,1093557
DXCM,2022Q1,1093557
DXCM,2022Q2,1093557
DXCM,2022Q3,1093557
DXCM,2022Q4,1093557
DXCM,2023Q1,1093557
DXCM,2023Q2,1093557
DXCM,2023Q3,1093557
DXCM,2023Q4,1093557
DXCM,2024Q1,1093557
DXCM,2024Q2,1093557
DXCM,2024Q3,1093557
DXCM,2024Q4,1093557
EA,2020Q1,712515
EA,2020Q2,712515
EA,2020Q3,712515
EA,2020Q4,712515
EA,2021Q1,712515
EA,2021Q2,712515
EA,2021Q3,712515
EA,2021Q4,712515
EA,2022Q1,712515
EA,2022Q2,712515
EA,2022Q3,712515
EA,2022Q4,712515
EA,2023Q1,712515
EA,2023Q2,712515
EA,2023Q3,712515
EA,2023Q4,712515
EA,2024Q1,712515
EA,2024Q2,712515
EA,2024Q3,712515
EA,2024Q4,712515
EBAY,2020Q1,1065088
EBAY,2020Q2,1065088
EBAY,2020Q3,1065088
EBAY,2020Q4,1065088
EBAY,2021Q1,1065088
EBAY,2021Q2,1065088
EBAY,2021Q3,1065088
EBAY,2021Q4,1065088
EBAY,2022Q1,1065088
EBAY,2022Q2,1065088
EBAY,2022Q3,1065088
EBAY,2022Q4,1065088
EBAY,2023Q1,1065088
EBAY,2023Q2,1065088
EBAY,2023Q3,1065088
EBAY,2023Q4,1065088
EBAY,2024Q1,1065088
EBAY,2024Q2,1065088
EBAY,2024Q3,1065088
EBAY,2024Q4,1065088
ECL,2020Q1,31462
ECL,2020Q2,31462
ECL,2020Q3,31462
ECL,2020Q4,31462
ECL,2021Q1,31462
ECL,2021Q2,31462
ECL,2021Q3,31462
ECL,2021Q4,31462
ECL,2022Q1,31462
ECL,2022Q2,31462
ECL,2022Q3,31462
ECL,2022Q4,31462
ECL,2023Q1,31462
ECL,2023Q2,31462
ECL,2023Q3,31462
ECL,2023Q4,31462
ECL,2024Q1,31462
ECL,2024Q2,31462
ECL,2024Q3,31462
ECL,2024Q4,31462
ED,2020Q1,1047862
ED,2020Q2,1047862
ED,2020Q3,1047862
ED,2020Q4,1047862
ED,2021Q1,1047862
ED,2021Q2,1047862
ED,2021Q3,1047862
ED,2021Q4,1047862
ED,2022Q1,1047862
ED,2022Q2,1047862
ED,2022Q3,1047862
ED,2022Q4,1047862
ED,2023Q1,1047862
ED,2023Q2,1047862
ED,2023Q3,1047862
ED,2023Q4,1047862
ED,2024Q1,1047862
ED,2024Q2,1047862
ED,2024Q3,1047862
ED,2024Q4,1047862
EFX,2020Q1,33185
EFX,2020Q2,33185
EFX,2020Q3,33185
EFX,2020Q4,33185
EFX,2021Q1,33185
EFX,2021Q2,33185
EFX,2021Q3,33185
EFX,2021Q4,33185
EFX,2022Q1,33185
EFX,2022Q2,33185
EFX,2022Q3,33185
EFX,2022Q4,33185
EFX,2023Q1,33185
EFX,2023Q2,33185
EFX,2023Q3,33185
EFX,2023Q4,33185
EFX,2024Q1,33185
EFX,2024Q2,33185
EFX,2024Q3,33185
EFX,2024Q4,33185
EG,2023Q3,1095073
EG,2023Q4,1095073
EG,2024Q1,1095073
EG,2024Q2,1095073
EG,2024Q3,1095073
EG,2024Q4,1095073
EIX,2020Q1,827052
EIX,2020Q2,827052
EIX,2020Q3,827052
EIX,2020Q4,827052
EIX,2021Q1,827052
EIX,2021Q2,827052
EIX,2021Q3,827052
EIX,2021Q4,827052
EIX,2022Q1,827052
EIX,2022Q2,827052
EIX,2022Q3,827052
EIX,2022Q4,827052
EIX,2023Q1,827052
EIX,2023Q2,827052
EIX,2023Q3,827052
EIX,2023Q4,827052
EIX,2024Q1,827052
EIX,2024Q2,827052
EIX,2024Q3,827052
EIX,2024Q4,827052
EL,2020Q1,1001250
EL,2020Q2,1001250
EL,2020Q3,1001250
EL,2020Q4,1001250
EL,2021Q1,1001250
EL,2021Q2,1001250
EL,2021Q3,1001250
EL,2021Q4,1001250
EL,2022Q1,1001250
EL,2022Q2,1001250
EL,2022Q3,1001250
EL,2022Q4,1001250
EL,2023Q1,1001250
EL,2023Q2,1001250
EL,2023Q3,1001250
EL,2023Q4,1001250
EL,2024Q1,1001250
EL,2024Q2,1001250
EL,2024Q3,1001250
EL,2024Q4,1001250
ELV,2022Q2,1156039
ELV,2022Q3,1156039
ELV,2022Q4,1156039
ELV,2023Q1,1156039
ELV,2023Q2,1156039
ELV,2023Q3,1156039
ELV,2023Q4,1156039
ELV,2024Q1,1156039
ELV,2024Q2,1156039
ELV,2024Q3,1156039
ELV,2024Q4,1156039
EMN,2020Q1,915389
EMN,2020Q2,915389
EMN,2020Q3,915389
EMN,2020Q4,915389
EMN,2021Q1,915389
EMN,2021Q2,915389
EMN,2021Q3,915389
EMN,2021Q4,915389
EMN,2022Q1,915389
EMN,2022Q2,915389
EMN,2022Q3,915389
EMN,2022Q4,915389
EMN,2023Q1,915389
EMN,2023Q2,915389
EMN,2023Q3,915389
EMN,2023Q4,915389
EMN,2024Q1,915389
EMN,2024Q2,915389
EMN,2024Q3,915389
EMN,2024Q4,915389
EMR,2020Q1,32604
EMR,2020Q2,32604
EMR,2020Q3,32604
EMR,2020Q4,32604
EMR,2021Q1,32604
EMR,2021Q2,32604
EMR,2021Q3,32604
EMR,2021Q4,32604
EMR,2022Q1,32604
EMR,2022Q2,32604
EMR,2022Q3,32604
EMR,2022Q4,32604
EMR,2023Q1,32604
EMR,2023Q2,32604
EMR,2023Q3,32604
EMR,2023Q4,32604
EMR,2024Q1,32604
EMR,2024Q2,32604
EMR,2024Q3,32604
EMR,2024Q4,32604
ENPH,2021Q1,1463101
ENPH,2021Q2,1463101
ENPH,2021Q3,1463101
ENPH,2021Q4,1463101
ENPH,2022Q1,1463101
ENPH,2022Q2,1463101
ENPH,2022Q3,1463101
ENPH,2022Q4,1463101
ENPH,2023Q1,1463101
ENPH,2023Q2,1463101
ENPH,2023Q3,1463101
ENPH,2023Q4,1463101
ENPH,2024Q1,1463101
ENPH,2024Q2,1463101
ENPH,2024Q3,1463101
ENPH,2024Q4,1463101
EOG,2020Q1,821189
EOG,2020Q2,821189
EOG,2020Q3,821189
EOG,2020Q4,821189
EOG,2021Q1,821189
EOG,2021Q2,821189
EOG,2021Q3,821189
EOG,2021Q4,821189
EOG,2022Q1,821189
EOG,2022Q2,821189
EOG,2022Q3,821189
EOG,2022Q4,821189
EOG,2023Q1,821189
EOG,2023Q2,821189
EOG,2023Q3,821189
EOG,2023Q4,821189
EOG,2024Q1,821189
EOG,2024Q2,821189
EOG,2024Q3,821189
EOG,2024Q4,821189
EPAM,2021Q4,1352010
EPAM,2022Q1,1352010
EPAM,2022Q2,1352010
EPAM,2022Q3,1352010
EPAM,2022Q4,1352010
EPAM,2023Q1,1352010
EPAM,2023Q2,1352010
EPAM,2023Q3,1352010
EPAM,2023Q4,1352010
EPAM,2024Q1,1352010
EPAM,2024Q2,1352010
EPAM,2024Q3,1352010
EPAM,2024Q4,1352010
EQIX,2020Q1,1101239
EQIX,2020Q2,1101239
EQIX,2020Q3,1101239
EQIX,2020Q4,1101239
EQIX,2021Q1,1101239
EQIX,2021Q2,1101239
EQIX,2021Q3,1101239
EQIX,2021Q4,1101239
EQIX,2022Q1,1101239
EQIX,2022Q2,1101239
EQIX,2022Q3,1101239
EQIX,2022Q4,1101239
EQIX,2023Q1,1101239
EQIX,2023Q2,1101239
EQIX,2023Q3,1101239
EQIX,2023Q4,1101239
EQIX,2024Q1,1101239
EQIX,2024Q2,1101239
EQIX,2024Q3,1101239
EQIX,2024Q4,1101239
EQR,2020Q1,906107
EQR,2020Q2,906107
EQR,2020Q3,906107
EQR,2020Q4,906107
EQR,2021Q1,906107
EQR,2021Q2,906107
EQR,2021Q3,906107
EQR,2021Q4,906107
EQR,2022Q1,906107
EQR,2022Q2,906107
EQR,2022Q3,906107
EQR,2022Q4,906107
EQR,2023Q1,906107
EQR,2023Q2,906107
EQR,2023Q3,906107
EQR,2023Q4,906107
EQR,2024Q1,906107
EQR,2024Q2,906107
EQR,2024Q3,906107
EQR,2024Q4,906107
EQT,2022Q4,33213
EQT,2023Q1,33213
EQT,2023Q2,33213
EQT,2023Q3,33213
EQT,2023Q4,33213
EQT,2024Q1,33213
EQT,2024Q2,33213
EQT,2024Q3,33213
EQT,2024Q4,33213
ERIE,2024Q3,922621
ERIE,2024Q4,922621
ES,2020Q1,72741
ES,2020Q2,72741
ES,2020Q3,72741
ES,2020Q4,72741
ES,2021Q1,72741
ES,2021Q2,72741
ES,2021Q3,72741
ES,2021Q4,72741
ES,2022Q1,72741
ES,2022Q2,72741
ES,2022Q3,72741
ES,2022Q4,72741
ES,2023Q1,72741
ES,2023Q2,72741
ES,2023Q3,72741
ES,2023Q4,72741
ES,2024Q1,72741
ES,2024Q2,72741
ES,2024Q3,72741
ES,2024Q4,72741
ESS,2020Q1,920522
ESS,2020Q2,920522
ESS,2020Q3,920522
ESS,2020Q4,920522
ESS,2021Q1,920522
ESS,2021Q2,920522
ESS,2021Q3,920522
ESS,2021Q4,920522
ESS,2022Q1,920522
ESS,2022Q2,920522
ESS,2022Q3,920522
ESS,2022Q4,920522
ESS,2023Q1,920522
ESS,2023Q2,920522
ESS,2023Q3,920522
ESS,2023Q4,920522
ESS,2024Q1,920522
ESS,2024Q2,920522
ESS,2024Q3,920522
ESS,2024Q4,920522
ETFC,2020Q1,1015780
ETFC,2020Q2,1015780
ETFC,2020Q3,1015780
ETN,2020Q1,1551182
ETN,2020Q2,1551182
ETN,2020Q3,1551182
ETN,2020Q4,1551182
ETN,2021Q1,1551182
ETN,2021Q2,1551182
ETN,2021Q3,1551182
ETN,2021Q4,1551182
ETN,2022Q1,1551182
ETN,2022Q2,1551182
ETN,2022Q3,1551182
ETN,2022Q4,1551182
ETN,2023Q1,1551182
ETN,2023Q2,1551182
ETN,2023Q3,1551182
ETN,2023Q4,1551182
ETN,2024Q1,1551182
ETN,2024Q2,1551182
ETN,2024Q3,1551182
ETN,2024Q4,1551182
ETR,2020Q1,65984
ETR,2020Q2,65984
ETR,2020Q3,65984
ETR,2020Q4,65984
ETR,2021Q1,65984
ETR,2021Q2,65984
ETR,2021Q3,65984
ETR,2021Q4,65984
ETR,2022Q1,65984
ETR,2022Q2,65984
ETR,2022Q3,65984
ETR,2022Q4,65984
ETR,2023Q1,65984
ETR,2023Q2,65984
ETR,2023Q3,65984
ETR,2023Q4,65984
ETR,2024Q1,65984
ETR,2024Q2,65984
ETR,2024Q3,65984
ETR,2024Q4,65984
ETSY,2020Q3,1370637
ETSY,2020Q4,1370637
ETSY,2021Q1,1370637
ETSY,2021Q2,1370637
ETSY,2021Q3,1370637
ETSY,2021Q4,1370637
ETSY,2022Q1,1370637
ETSY,2022Q2,1370637
ETSY,2022Q3,1370637
ETSY,2022Q4,1370637
ETSY,2023Q1,1370637
ETSY,2023Q2,1370637
ETSY,2023Q3,1370637
ETSY,2023Q4,1370637
ETSY,2024Q1,1370637
ETSY,2024Q2,1370637
ETSY,2024Q3,1370637
EVRG,2020Q1,1711269
EVRG,2020Q2,1711269
EVRG,2020Q3,1711269
EVRG,2020Q4,1711269
EVRG,2021Q1,1711269
EVRG,2021Q2,1711269
EVRG,2021Q3,1711269
EVRG,2021Q4,1711269
EVRG,2022Q1,1711269
EVRG,2022Q2,1711269
EVRG,2022Q3,1711269
EVRG,2022Q4,1711269
EVRG,2023Q1,1711269
EVRG,2023Q2,1711269
EVRG,2023Q3,1711269
EVRG,2023Q4,1711269
EVRG,2024Q1,1711269
EVRG,2024Q2,1711269
EVRG,2024Q3,1711269
EVRG,2024Q4,1711269
EW,2020Q1,1099800
EW,2020Q2,1099800
EW,2020Q3,1099800
EW,2020Q4,1099800
EW,2021Q1,1099800
EW,2021Q2,1099800
EW,2021Q3,1099800
EW,2021Q4,1099800
EW,2022Q1,1099800
EW,2022Q2,1099800
EW,2022Q3,1099800
EW,2022Q4,1099800
EW,2023Q1,1099800
EW,2023Q2,1099800
EW,2023Q3,1099800
EW,2023Q4,1099800
EW,2024Q1,1099800
EW,2024Q2,1099800
EW,2024Q3,1099800
EW,2024Q4,1099800
EXC,2020Q1,1109357
EXC,2020Q2,1109357
EXC,2020Q3,1109357
EXC,2020Q4,1109357
EXC,2021Q1,1109357
EXC,2021Q2,1109357
EXC,2021Q3,1109357
EXC,2021Q4,1109357
EXC,2022Q1,1109357
EXC,2022Q2,1109357
EXC,2022Q3,1109357
EXC,2022Q4,1109357
EXC,2023Q1,1109357
EXC,2023Q2,1109357
EXC,2023Q3,1109357
EXC,2023Q4,1109357
EXC,2024Q1,1109357
EXC,2024Q2,1109357
EXC,2024Q3,1109357
EXC,2024Q4,1109357
EXPD,2020Q1,746515
EXPD,2020Q2,746515
EXPD,2020Q3,746515
EXPD,2020Q4,746515
EXPD,2021Q1,746515
EXPD,2021Q2,746515
EXPD,2021Q3,746515
EXPD,2021Q4,746515
EXPD,2022Q1,746515
EXPD,2022Q2,746515
EXPD,2022Q3,746515
EXPD,2022Q4,746515
EXPD,2023Q1,746515
EXPD,2023Q2,746515
EXPD,2023Q3,746515
EXPD,2023Q4,746515
EXPD,2024Q1,746515
EXPD,2024Q2,746515
EXPD,2024Q3,746515
EXPD,2024Q4,746515
EXPE,2020Q1,1324424
EXPE,2020Q2,1324424
EXPE,2020Q3,1324424
EXPE,2020Q4,1324424
EXPE,2021Q1,1324424
EXPE,2021Q2,1324424
EXPE,2021Q3,1324424
EXPE,2021Q4,1324424
EXPE,2022Q1,1324424
EXPE,2022Q2,1324424
EXPE,2022Q3,1324424
EXPE,2022Q4,1324424
EXPE,2023Q1,1324424
EXPE,2023Q2,1324424
EXPE,2023Q3,1324424
EXPE,2023Q4,1324424
EXPE,2024Q1,1324424
EXPE,2024Q2,1324424
EXPE,2024Q3,1324424
EXPE,2024Q4,1324424
EXR,2020Q1,1289490
EXR,2020Q2,1289490
EXR,2020Q3,1289490
EXR,2020Q4,1289490
EXR,2021Q1,1289490
EXR,2021Q2,1289490
EXR,2021Q3,1289490
EXR,2021Q4,1289490
EXR,2022Q1,1289490
EXR,2022Q2,1289490
EXR,2022Q3,1289490
EXR,2022Q4,1289490
EXR,2023Q1,1289490
EXR,2023Q2,1289490
EXR,2023Q3,1289490
EXR,2023Q4,1289490
EXR,2024Q1,1289490
